signal_strength,response_level,signal_strength_squared,response_level_squared,signal_response_interaction,signal_response_ratio,response_signal_ratio,signal_response_diff,signal_response_sum,signal_response_abs_diff,log_signal_strength,log_response_level,log10_signal_strength,log10_response_level,log_signal_squared,log_response_squared,log_signal_response_interaction,sqrt_signal_strength,sqrt_response_level,exp_signal_normalized,exp_response_normalized,sin_signal,cos_signal,sin_response,cos_response,signal_power_1_5,response_power_1_5,signal_power_0_5,response_power_0_5,reciprocal_signal,reciprocal_response,signal_normalized,response_normalized,signal_distance_from_mean,response_distance_from_mean
1.7874196625250363,-0.8223493398625716,2.210854094849257,-1.0193848777742596,0.864662823305523,0.004511633510072256,-0.028159184489711053,1.530143137812488,1.581775060141366,1.29100955680082,1.347771299546238,-0.4376424110705934,1.3416245134531992,-0.4319770310074251,1.343862753872422,-0.4334457896616281,1.0988907247382989,1.5795520947483646,-0.6582709923146867,3.573082713758517,-0.8979396812269218,0.9522985675857081,0.2666199289602185,1.6258498895877687,0.16561178460571374,1.978005914928382,-0.9291771843554788,1.5795520947483646,-0.6582709923146867,-0.14679814824876838,-0.14271171983212197,1.7874196625250354,-0.8223493398625714,2.0182194544033663,-0.1583418353518053
-0.30178348605417377,0.9405243347559553,-0.5609326426745935,1.0092298366071863,0.6173699588946299,-0.1175678652192332,-0.0031572002701199466,-0.6200673395583248,0.45898714171966276,-0.4628114383068386,0.07544346881685554,0.7890530954496529,0.07747157217789688,0.7846409776123056,0.07730697133751094,0.7862982081001068,0.8725838907992909,-0.1249147505070986,0.8807898698167831,-0.5337043651623425,0.8942835868983439,1.0421839886594566,-1.4095674689646778,-1.06680848606929,-0.14166314183274914,-0.4346259819699627,0.9790032511974566,-0.1249147505070986,0.8807898698167831,-0.12701743388497258,-0.203905051540932,-0.30178348605417415,0.9405243347559553,-1.3511816248732607,0.10477706640414718
-0.5378291724726157,0.8079009130704297,-0.6827764210728534,0.7868808065089834,0.14451233951910872,-0.12073317038019478,0.005458680956294588,-0.7132966539432307,0.0316333310172661,-0.27231007555128844,-0.21037166428593623,0.7264386273598084,-0.2070351217795232,0.7226121582426883,-0.20773722348873477,0.7241096017131684,0.4859999313082132,-0.3996623727219791,0.7846956716970028,-0.5445367811825671,0.5125800708708478,1.2806705645936398,-0.5630967270306421,-0.98241033407563,-0.4801947582942492,-0.6217740623997069,0.8087349989650855,-0.3996623727219791,0.7846956716970028,-0.11643302199269275,-0.20226461240816349,-0.5378291724726159,0.8079009130704299,-0.8158334668429361,-0.19051153582930042
1.5741788029251749,-1.7633156053599726,1.788500683761573,-1.2816127986083576,-0.9727172363771448,-3.0791894895252687,-0.031020028690221968,1.816429836645168,0.4520209590094012,1.8759973004760353,1.2646328380555594,-2.417325125900914,1.2590975734621412,-2.4100910768470105,1.2611786351041243,-2.4163991886414244,-0.9722729582923704,1.4388321470770926,-2.073564423252677,1.8911826968106522,-0.9724437589272346,0.25829938418009823,0.7641224080560395,0.18162097317891346,1.6734266429910458,1.6801216286387948,-1.5343686863282868,1.4388321470770926,-2.073564423252677,-0.14616430887394813,1.9359214749802258,1.5741788029251744,-1.7633156053599723,1.5345923094394927,1.9367376744078173
-0.9586236565417106,0.8828417110982182,-0.8036398525200095,0.9111281501892938,-0.5535580196350415,-0.12771744711093772,0.08465839659420948,-1.0199846553043455,-0.44821092217129843,0.3543649416955135,-0.9900380341312884,0.7621670247031904,-0.9849805787541671,0.7580070664636531,-0.9871314922701875,0.759595684897985,-0.36616671403947376,-1.0039755024672166,0.8392621730554711,-0.5534330287212714,0.7176161599450462,0.37373594199198773,0.7139221973586712,-1.0382992141547747,-0.29155847650116123,-0.8941835186056506,0.904473888074986,-1.0039755024672166,0.8392621730554711,-0.03608767873574338,-0.20321207080324455,-0.9586236565417109,0.8828417110982183,0.13852225714334435,-0.023654405929899508
-0.4973413850120251,0.8960949327458303,-0.6646370848410483,0.9334781842155333,0.25148761982588547,-0.12043548620204524,0.004426838850807512,-0.7268348754026053,0.1642068723049547,-0.2446465702009278,-0.15629888198121863,0.7683907463225259,-0.15318814154026822,0.7641725080254715,-0.15378869843824058,0.7657770089919481,0.5889704556465728,-0.3501313177202425,0.8488394558669498,-0.5430943533267716,0.756683303101048,1.2798943905267461,-0.7147719018947802,-1.0459816175241303,-0.2574155437262478,-0.5912664422406689,0.9215336361351216,-0.3501313177202425,0.8488394558669498,-0.11878410726933301,-0.20337398984177568,-0.4973413850120254,0.8960949327458302,-0.9076591755378484,0.005854147277942854
-1.0068330763534439,0.6425307867325749,-0.8096053804765804,0.5255244027228093,-0.6615757627594094,-0.1282364681475764,0.10698026558371825,-0.9428179306611174,-0.7286012565674734,0.1966852858822636,-1.122453845752447,0.6441761552402598,-1.1174778493478115,0.6411103297079672,-1.1198697102526554,0.6423978597799798,-0.6341600398398427,-1.088748632643947,0.6616983212900719,-0.5539822965120377,0.14300063893423579,0.18859588222400125,0.7900338258521572,-0.7885506010383811,-0.8578675679977786,-0.9194611000784971,0.6019008542562403,-1.088748632643947,0.6616983212900719,0.0012622927559367751,-0.19996164964905325,-1.006833076353444,0.642530786732575,0.247860514865921,-0.5587113065550412
-1.039616743583632,0.6259837265476633,-0.8127365317670806,0.5003437544760848,-0.7144676493327503,-0.12879583973092962,0.14323214636055365,-0.9566111929502684,-0.7862591857340286,0.2248699323131015,-1.2215630711788743,0.635669446546287,-1.216741075760425,0.6326816885613661,-1.2193115994303019,0.6339475126395695,-0.7558302101261049,-1.1492598619057353,0.6491859790689323,-0.5543204090112589,0.11143821476839805,0.05747489808004392,0.8305136061874892,-0.7642311149799643,-0.8918666223559019,-0.935835320182572,0.5815456604764666,-1.1492598619057353,0.6491859790689323,0.043717862304350354,-0.19971338139603395,-1.0396167435836323,0.6259837265476635,0.32221339176640373,-0.5955536546936775
1.4977944614918974,0.5758859282133476,1.6449223375984146,0.4251837905462164,3.1602956639981454,-0.08301657416434172,-0.02316182617561802,0.7114390472795726,2.471118034958547,-0.38190036395812565,1.233405478907921,0.6095913062910849,1.2280979374853356,0.6068421629813867,1.2301199632927307,0.6080414465359355,2.007619264760238,1.3872117380041555,0.6110662717965873,1.4729025170796375,0.021135151154502926,-0.04786044618683228,0.8557048040488183,-0.6856599003413822,-0.9897967706135541,1.5759347888797581,0.5203017708145585,1.3872117380041555,0.6110662717965873,-0.14591252371547364,-0.19893995267958736,1.4977944614918965,0.5758859282133478,1.3613537423250985,-0.7070973673886407
1.6957503375077996,-1.4781106703120468,2.0254054537755337,-1.262453269310615,-0.43463676283705954,0.349043371172425,-0.030122575556523985,1.7665801913035755,0.8685596899415748,1.7741363629253486,1.3127289077659827,-1.4833770423948278,1.3068407832272284,-1.4732324535569543,1.3090127730138017,-1.4773320316022378,0.018526844924434054,1.519650237671307,-1.5285458440889603,2.741612797924168,-0.9607079816458826,0.6907387386347628,0.5196361862870512,0.8244950328506584,1.540635062692105,1.8486950621929088,-1.3942132755864711,1.519650237671307,-1.5285458440889603,-0.14653726811470724,0.10317696761423156,1.6957503375077985,-1.4781106703120466,1.8103147684907213,1.3017233945012188
1.0933454290829303,-0.02365162061035218,0.9524753890598812,-0.3486628955533741,1.6443567639355687,-0.0759918860749045,-0.024150674282162044,0.7196780999708879,1.401701511104323,-0.36506498577406754,1.0531173644469898,0.2521424485595882,1.04910174769992,0.252545238397448,1.0507829592836297,0.2528327360659179,1.4493013949494349,1.1018491272200759,0.12310109721540975,0.19532255191911546,-0.6270837324247014,-1.635691539191818,0.4772831648257135,0.5928052318516207,-1.3989979160245423,1.0473052922038073,-0.1658489548239394,1.1018491272200759,0.12310109721540975,-0.14429488639075483,-0.18614954015865437,1.09334542908293,-0.02365162061035186,0.4440692631948285,-1.9366576873154595
